Campaign,Browser,Device Type,Operating System,Supply Vendor,User Hour Of Week,Partner Cost (USD),01 - Total Click + View Conversions
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,94,2.31169504,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,95,1.932322729,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,96,1.178055099,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,103,1.261339707,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,104,1.396329492,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,105,1.342800796,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,106,1.198598461,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,107,1.097948756,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,108,1.089732019,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,110,1.159399193,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,111,1.050975676,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,112,1.075160365,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,113,1.357104915,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,114,1.577927613,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,115,1.38708068,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,116,1.494810283,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,117,1.428526606,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,118,1.356242139,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,119,1.202797156,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,138,1.005577823,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,141,1.170950903,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,142,1.299305646,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,143,1.278781076,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,152,1.193525179,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,153,1.545031789,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,154,1.609060496,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,155,1.682045037,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,156,1.529316395,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,157,1.474346918,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,158,1.543890633,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,159,1.592281624,9
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,160,1.525219392,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,161,1.531103479,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,162,1.454426031,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,163,1.283305506,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,164,1.351898681,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,165,1.785543293,11
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,166,1.912875418,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,167,2.046953935,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,58,1.134604143,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,59,1.21432879,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,61,1.028482337,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,62,1.029478053,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,81,1.005548732,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,82,1.173593422,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,83,1.004584405,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,86,1.008034018,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,105,1.041735388,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,106,1.134189289,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,109,1.134170098,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,110,1.120869344,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,appnexus,112,1.17374083,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,32,1.399625919,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,33,2.421589307,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,34,2.388486264,11
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,35,2.034126424,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,36,1.657313746,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,37,1.533176686,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,38,1.366279029,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,39,1.270628638,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,40,1.175529204,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,41,1.05790088,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,56,1.303997725,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,57,2.17371946,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,58,2.010063749,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,59,1.8624798,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,60,1.408387885,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,61,1.383619636,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,62,1.483187335,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,63,1.27475242,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,64,1.223715481,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,65,1.115895807,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,81,1.48249279,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,82,1.595290889,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,83,1.409339094,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,84,1.109067582,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,85,1.012718023,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,86,1.099490857,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,87,1.022235399,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,88,1.374324664,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,105,1.324345803,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,106,1.328480728,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,107,1.152014745,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,109,1.007765975,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,110,1.146193783,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,111,1.120754716,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,brightroll exchange display,112,1.111009604,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,one display,23,1.315068489,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,one display,34,1.070430331,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows10,one display,38,1.038183718,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,PC,Windows7,brightroll exchange display,33,1.027162308,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,0,1.01003315,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,12,1.007894198,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,15,1.009033122,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,16,1.00183358,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,17,1.035201063,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,19,1.056473558,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,20,1.187571832,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,21,1.245700138,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,22,1.464503297,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,23,1.346997135,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,24,1.068884018,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,44,1.362183606,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,45,1.651899886,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,46,1.37025275,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,47,1.294825838,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,68,1.079198705,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,69,1.35807055,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,70,1.538082971,16
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,71,1.384942666,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,91,1.142948277,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,92,1.27675536,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,93,1.514960507,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,94,1.886762625,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,95,1.531506025,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,117,1.127645638,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,118,1.10552421,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,119,1.1127236,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,142,1.032370444,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,143,1.094073954,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,151,1.25009187,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,152,1.193467196,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,153,1.253546346,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,154,1.071708124,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,155,1.189910385,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,156,1.131835337,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,157,1.067899388,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,158,1.079085766,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,159,1.06442859,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,165,1.420076679,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,166,1.700042738,11
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS124,index exchange,167,1.623855461,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,0,1.179656071,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,12,1.00973994,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,19,1.021799618,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,20,1.17584569,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,21,1.611227105,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,22,1.833096905,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,23,2.046031813,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,24,1.507823571,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,43,1.287005913,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,44,1.670541469,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,45,1.992683826,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,46,2.00242146,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,47,1.838191446,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,48,1.146778863,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Safari,Mobile,iOS131,index exchange,55,1.289620946,0
